Frame,Time,Accl,Accl,Accl,Gyro,Gyro,Gyro,Mag,Mag,Mag
,,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,-1.040000,-2.260000,9.570000,-23.280001,-10.280000,14.470000,-64.000000,12.000000,-61.000000
1.000000,0.010000,-1.040000,-2.260000,9.570000,-23.280001,-10.280000,14.470000,-64.000000,12.000000,-61.000000
2.000000,0.020000,-1.040000,-2.260000,9.570000,-29.703278,-15.406592,13.948651,-64.000000,12.000000,-61.000000
3.000000,0.030000,-1.040000,-2.260000,9.570000,-39.221813,-17.765825,15.322172,-62.094742,12.317543,-62.270172
4.000000,0.040000,-1.040000,-2.260000,9.570000,-51.742458,-17.401634,18.549660,-58.327244,12.945459,-64.781837
5.000000,0.050000,-0.914206,-3.380712,9.015362,-91.385925,-14.922731,19.830635,-58.000000,13.000000,-65.000000
6.000000,0.060000,-0.820000,-4.220000,8.600000,-121.101456,-16.651836,23.415215,-58.000000,13.000000,-65.000000
7.000000,0.070000,-0.820000,-4.220000,8.600000,-123.762947,-27.917767,32.382870,-58.000000,13.000000,-65.000000
8.000000,0.080000,-0.820000,-4.220000,8.600000,-124.510002,-42.021503,41.593254,-58.000000,13.000000,-65.000000
9.000000,0.090000,-1.057867,-5.410903,7.959409,-117.754745,-58.483536,50.882061,-58.000000,13.000000,-65.000000
10.000000,0.100000,-2.920419,-14.735958,2.943427,-64.859497,-83.489685,60.059586,-58.000000,13.000000,-65.000000
11.000000,0.110000,-3.850000,-19.389999,0.440000,7.980671,-87.460464,54.299217,-58.000000,13.000000,-65.000000
12.000000,0.120000,-3.850000,-19.389999,0.440000,100.693275,-70.472313,33.655228,-58.000000,13.000000,-65.000000
13.000000,0.130000,-3.850000,-19.389999,0.440000,117.096802,-56.079987,11.223322,-50.966969,21.205204,-63.827827
14.000000,0.140000,-3.850000,-19.389999,0.440000,124.510002,-47.610703,-15.085766,-46.000000,27.000000,-63.000000
15.000000,0.150000,-3.850000,-19.389999,0.440000,124.510002,-50.358074,-48.725407,-46.000000,27.000000,-63.000000
16.000000,0.160000,-2.546350,-9.952503,-5.086546,124.510002,-44.346203,-49.353764,-46.000000,27.000000,-63.000000
17.000000,0.170000,-1.050000,0.880000,-11.430000,124.510002,-36.397442,-38.045216,-46.000000,27.000000,-63.000000
18.000000,0.180000,-1.050000,0.880000,-11.430000,124.510002,-34.729687,-23.160828,-46.000000,27.000000,-63.000000
19.000000,0.190000,-1.050000,0.880000,-11.430000,124.510002,-29.146072,-14.554409,-46.000000,27.000000,-63.000000
20.000000,0.200000,-1.050000,0.880000,-11.430000,124.510002,-20.364777,-11.074553,-46.000000,27.000000,-63.000000
21.000000,0.210000,-1.050000,0.880000,-11.430000,124.510002,-19.767868,16.554388,-46.000000,27.000000,-63.000000
22.000000,0.220000,0.480400,4.697044,-7.244784,112.145409,-19.269642,34.023949,-57.940701,28.194071,-53.646450
23.000000,0.230000,5.467364,17.135275,6.393171,71.854095,-18.193130,26.183582,-96.850708,32.085072,-23.166950
24.000000,0.240000,6.640000,20.059999,9.600000,29.463634,-17.060900,16.133480,-106.000000,33.000000,-16.000000
25.000000,0.250000,6.640000,20.059999,9.600000,-11.387727,-16.396507,8.130535,-106.000000,33.000000,-16.000000
26.000000,0.260000,6.640000,20.059999,9.600000,-40.354862,-18.370535,14.960800,-106.000000,33.000000,-16.000000
27.000000,0.270000,6.640000,20.059999,9.600000,-43.396587,-17.978571,34.739788,-106.000000,33.000000,-16.000000
28.000000,0.280000,6.640000,20.059999,9.600000,-26.854998,-15.799402,64.299873,-106.000000,33.000000,-16.000000
29.000000,0.290000,3.249463,11.837184,10.045962,30.157249,-12.298372,64.560692,-106.000000,33.000000,-16.000000
30.000000,0.300000,1.090000,6.600000,10.330000,55.914291,-5.451298,50.055511,-106.000000,33.000000,-16.000000
31.000000,0.310000,1.090000,6.600000,10.330000,28.590065,6.862165,12.324745,-106.000000,33.000000,-16.000000
32.000000,0.320000,1.090000,6.600000,10.330000,22.537394,8.852230,7.558496,-107.473412,36.437965,-14.035449
33.000000,0.330000,1.090000,6.600000,10.330000,22.090178,8.837049,10.792003,-109.000000,40.000000,-12.000000
34.000000,0.340000,1.090000,6.600000,10.330000,20.445595,12.484005,9.210191,-109.000000,40.000000,-12.000000
35.000000,0.350000,0.787933,5.999596,10.423230,21.473064,15.224205,6.828455,-109.000000,40.000000,-12.000000
36.000000,0.360000,0.280497,4.990988,10.579846,24.317213,17.347919,3.902867,-109.000000,40.000000,-12.000000
37.000000,0.370000,0.280000,4.990000,10.580000,27.161076,15.441348,10.721086,-109.000000,40.000000,-12.000000
38.000000,0.380000,0.280000,4.990000,10.580000,26.939028,12.084076,16.315098,-109.000000,40.000000,-12.000000
39.000000,0.390000,0.280000,4.990000,10.580000,22.167610,6.580040,20.078381,-109.000000,40.000000,-12.000000
40.000000,0.400000,0.280000,4.990000,10.580000,17.929453,2.487547,18.318245,-109.000000,40.000000,-12.000000
