Frame,Time,Accl,Accl,Accl,Gyro,Gyro,Gyro,Mag,Mag,Mag
,,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,-10.370000,-1.630000,0.780000,7.840000,-91.019997,-11.940000,-67.000000,-118.000000,52.000000
1.000000,0.010000,-10.370000,-1.630000,0.780000,29.443094,-122.386597,-11.940000,-67.000000,-118.000000,52.000000
2.000000,0.020000,-10.370000,-1.630000,0.780000,42.359135,-124.012962,-6.432654,-67.000000,-118.000000,52.000000
3.000000,0.030000,-12.726094,-2.895862,-1.735156,53.873333,-124.510002,0.237411,-67.000000,-118.000000,52.000000
4.000000,0.040000,-17.480000,-5.450000,-6.810000,64.185760,-124.510002,7.987752,-67.000000,-118.000000,52.000000
5.000000,0.050000,-17.480000,-5.450000,-6.810000,96.605377,-124.510002,24.122723,-67.000000,-118.000000,52.000000
6.000000,0.060000,-17.480000,-5.450000,-6.810000,118.180161,-124.510002,36.489170,-67.000000,-114.303291,40.170521
7.000000,0.070000,-17.480000,-5.450000,-6.810000,123.376732,-124.510002,43.164291,-67.000000,-105.023697,10.475819
8.000000,0.080000,-17.480000,-5.450000,-6.810000,124.510002,-124.510002,61.517799,-67.000000,-103.000000,4.000000
9.000000,0.090000,-17.750280,-5.637840,-8.193754,124.510002,-124.510002,81.155853,-67.000000,-103.000000,4.000000
10.000000,0.100000,-19.429461,-6.804837,-16.790634,124.510002,-124.510002,90.511276,-67.000000,-103.000000,4.000000
11.000000,0.110000,-20.070000,-7.250000,-20.070000,124.510002,-124.510002,93.266426,-67.000000,-103.000000,4.000000
12.000000,0.120000,-20.070000,-7.250000,-20.070000,123.926941,-124.510002,91.403534,-67.000000,-103.000000,4.000000
13.000000,0.130000,-20.070000,-7.250000,-20.070000,97.375717,-124.510002,65.152824,-67.000000,-103.000000,4.000000
14.000000,0.140000,-20.070000,-7.250000,-20.070000,61.086109,-124.510002,46.030251,-67.000000,-103.000000,4.000000
15.000000,0.150000,-20.070000,-7.250000,-20.070000,11.603241,-124.510002,36.564671,-67.000000,-103.000000,4.000000
16.000000,0.160000,-6.164639,5.353031,-20.070000,-58.073589,-124.510002,29.014656,-79.971420,-6.492645,-0.669711
17.000000,0.170000,6.730000,17.040001,-20.070000,-115.664406,-124.510002,21.787851,-92.000000,83.000000,-5.000000
18.000000,0.180000,6.730000,17.040001,-20.070000,-119.349594,-124.510002,14.316857,-92.000000,83.000000,-5.000000
19.000000,0.190000,6.730000,17.040001,-20.070000,-110.217697,-124.510002,-1.065540,-92.000000,83.000000,-5.000000
20.000000,0.200000,6.730000,17.040001,-20.070000,-93.910072,-124.510002,-22.119770,-92.000000,83.000000,-5.000000
21.000000,0.210000,6.730000,17.040001,-20.070000,-77.156219,-124.510002,-72.381348,-92.000000,83.000000,-5.000000
22.000000,0.220000,10.192012,11.869059,-19.701202,-65.457962,-121.816750,-105.349045,-92.000000,83.000000,-5.000000
23.000000,0.230000,18.662388,-0.782492,-18.798883,-61.073444,-115.227264,-113.298363,-92.000000,83.000000,-5.000000
24.000000,0.240000,20.059999,-2.870000,-18.650000,-33.765007,-98.673424,-110.900345,-92.000000,83.000000,-5.000000
25.000000,0.250000,20.059999,-2.870000,-18.650000,-6.825241,-88.090645,-99.015656,-92.000000,83.000000,-5.000000
26.000000,0.260000,20.059999,-2.870000,-18.650000,5.622841,-100.997437,-65.114899,-92.000000,83.000000,-5.000000
27.000000,0.270000,20.059999,-2.870000,-18.650000,21.139858,-113.205505,-41.005150,-96.401970,93.124535,15.689260
28.000000,0.280000,19.645061,-2.558000,-17.019958,35.436775,-122.871796,-23.186245,-102.000000,106.000000,42.000000
29.000000,0.290000,17.037352,-0.597216,-6.775861,34.976589,-120.997711,-12.101810,-102.000000,106.000000,42.000000
30.000000,0.300000,16.150000,0.070000,-3.290000,33.014507,-109.959229,-9.307470,-102.000000,106.000000,42.000000
