Frame,Time,Accl,Accl,Accl,Gyro,Gyro,Gyro,Mag,Mag,Mag
,,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,9.180000,2.690000,8.370000,12.930000,-23.420000,-19.820000,-107.000000,33.000000,-27.000000
1.000000,0.010000,13.585197,4.824826,8.993505,9.649823,0.734032,-30.067165,-107.000000,33.000000,-27.000000
2.000000,0.020000,15.680000,5.840000,9.290000,2.364206,45.214344,-38.466393,-107.000000,33.000000,-27.000000
3.000000,0.030000,15.680000,5.840000,9.290000,-8.553089,108.124214,-45.190125,-107.000000,33.000000,-27.000000
4.000000,0.040000,15.680000,5.840000,9.290000,-16.034756,119.030769,-40.414318,-107.000000,33.000000,-27.000000
5.000000,0.050000,15.680000,5.840000,9.290000,-27.199764,124.486725,-35.428768,-107.224144,30.534441,-27.224142
6.000000,0.060000,15.680000,5.840000,9.290000,-45.278137,124.505547,-31.031494,-107.851425,23.634300,-27.851427
7.000000,0.070000,17.738300,6.793961,8.491117,-71.830055,124.510002,-24.952335,-108.000000,22.000000,-28.000000
8.000000,0.080000,20.059999,7.870000,7.590000,-98.993805,124.510002,-18.793764,-108.000000,22.000000,-28.000000
9.000000,0.090000,20.059999,7.870000,7.590000,-113.677406,124.510002,-15.372282,-108.000000,22.000000,-28.000000
10.000000,0.100000,20.059999,7.870000,7.590000,-121.569450,124.510002,-4.944548,-108.000000,22.000000,-28.000000
11.000000,0.110000,20.059999,7.870000,7.590000,-124.452744,124.510002,10.650288,-108.000000,22.000000,-28.000000
12.000000,0.120000,20.059999,7.870000,7.590000,-124.510002,124.510002,19.033489,-108.000000,22.000000,-28.000000
13.000000,0.130000,17.887554,7.499506,4.207434,-124.510002,124.510002,27.304914,-108.000000,22.000000,-28.000000
14.000000,0.140000,12.225722,6.533922,-4.608221,-124.510002,124.510002,35.631508,-108.000000,22.000000,-28.000000
15.000000,0.150000,11.030000,6.330000,-6.470000,-124.510002,124.510002,46.386948,-96.135895,-21.007397,-26.022648
16.000000,0.160000,11.030000,6.330000,-6.470000,-124.510002,124.510002,56.984642,-84.000000,-65.000000,-24.000000
17.000000,0.170000,11.030000,6.330000,-6.470000,-124.510002,124.510002,64.206284,-84.000000,-65.000000,-24.000000
18.000000,0.180000,11.030000,6.330000,-6.470000,-124.510002,124.510002,60.086357,-84.000000,-65.000000,-24.000000
19.000000,0.190000,11.030000,6.330000,-6.470000,-124.510002,124.510002,48.295418,-84.000000,-65.000000,-24.000000
20.000000,0.200000,-0.652399,6.671983,-11.440973,-124.510002,124.510002,27.922522,-84.000000,-65.000000,-24.000000
21.000000,0.210000,-8.100000,6.890000,-14.610000,-124.510002,124.510002,4.472421,-84.000000,-65.000000,-24.000000
22.000000,0.220000,-8.100000,6.890000,-14.610000,-124.510002,124.510002,-24.249512,-84.000000,-65.000000,-24.000000
23.000000,0.230000,-8.100000,6.890000,-14.610000,-124.510002,124.510002,-11.063824,-84.000000,-65.000000,-24.000000
24.000000,0.240000,-8.100000,6.890000,-14.610000,-124.510002,124.510002,13.396434,-84.000000,-65.000000,-6.988260
25.000000,0.250000,-8.100000,6.890000,-14.610000,-124.510002,124.510002,42.948112,-84.000000,-65.000000,73.236870
26.000000,0.260000,-12.499218,2.653143,-13.655161,-124.510002,124.038383,81.274498,-75.881935,-84.715302,69.981445
27.000000,0.270000,-19.480000,-4.070000,-12.140000,-124.510002,122.954254,124.115433,-63.000000,-116.000000,16.000000
28.000000,0.280000,-19.480000,-4.070000,-12.140000,-124.510002,107.453438,124.366150,-63.000000,-116.000000,16.000000
29.000000,0.290000,-19.480000,-4.070000,-12.140000,-119.069580,81.731277,124.510002,-63.000000,-116.000000,16.000000
30.000000,0.300000,-19.480000,-4.070000,-12.140000,-106.306419,42.251328,124.510002,-63.000000,-116.000000,16.000000
31.000000,0.310000,-19.480000,-4.070000,-12.140000,-73.783318,29.095440,119.389969,-63.000000,-116.000000,16.000000
32.000000,0.320000,-19.187212,-4.638181,-11.092054,-42.905769,23.501204,111.783005,-63.000000,-116.000000,16.000000
33.000000,0.330000,-17.921762,-7.093905,-6.562745,-30.915318,25.148794,99.391617,-63.000000,-116.000000,16.000000
34.000000,0.340000,-17.459999,-7.990000,-4.910000,-20.464897,25.186455,81.964409,-63.000000,-116.000000,16.000000
35.000000,0.350000,-17.459999,-7.990000,-4.910000,-11.200103,24.100094,62.171291,-63.606995,-115.710953,15.855477
36.000000,0.360000,-17.459999,-7.990000,-4.910000,-8.163468,18.892643,53.299801,-76.782471,-109.436920,12.718459
37.000000,0.370000,-17.459999,-7.990000,-4.910000,-2.205028,10.548209,45.831329,-84.000000,-106.000000,11.000000
38.000000,0.380000,-17.459999,-7.990000,-4.910000,7.292920,-1.596399,40.062485,-84.000000,-106.000000,11.000000
39.000000,0.390000,-14.971366,-4.372115,-2.416014,14.213866,-7.068163,23.078669,-84.000000,-106.000000,11.000000
40.000000,0.400000,-12.810000,-1.230000,-0.250000,19.413418,-10.917716,8.006659,-84.000000,-106.000000,11.000000
41.000000,0.410000,-12.810000,-1.230000,-0.250000,20.936281,-13.386230,3.929312,-84.000000,-106.000000,11.000000
