Frame,Time,Accl,Accl,Accl,Gyro,Gyro,Gyro,Mag,Mag,Mag
,,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,11.970000,1.560000,5.970000,-0.670000,124.489998,-118.309998,-102.000000,76.000000,-14.000000
1.000000,0.010000,11.970000,1.560000,5.970000,-0.670000,124.489998,-118.309998,-102.000000,76.000000,-14.000000
2.000000,0.020000,11.970000,1.560000,5.970000,-3.337568,124.502151,-122.065254,-102.000000,76.000000,-14.000000
3.000000,0.030000,11.970000,1.560000,5.970000,-8.353264,124.510002,-123.265511,-102.000000,76.000000,-14.000000
4.000000,0.040000,11.970000,1.560000,5.970000,-16.193060,124.510002,-120.350540,-102.000000,76.000000,-14.000000
5.000000,0.050000,16.630211,3.731693,6.839829,-23.764072,124.510002,-104.850540,-105.456276,51.230022,-22.064644
6.000000,0.060000,20.059999,5.330000,7.480000,-38.606777,124.510002,-82.104034,-108.000000,33.000000,-28.000000
7.000000,0.070000,20.059999,5.330000,7.480000,-68.619019,124.510002,-46.644104,-108.000000,33.000000,-28.000000
8.000000,0.080000,20.059999,5.330000,7.480000,-92.664093,124.510002,-31.139339,-108.000000,33.000000,-28.000000
9.000000,0.090000,20.059999,5.330000,7.480000,-113.057755,124.510002,-23.327209,-108.000000,33.000000,-28.000000
10.000000,0.100000,20.059999,5.330000,7.480000,-120.717659,124.510002,-16.332842,-108.000000,33.000000,-28.000000
11.000000,0.110000,17.373293,6.765497,3.005389,-124.510002,124.510002,-8.644339,-108.000000,33.000000,-28.000000
12.000000,0.120000,12.052135,9.608570,-5.856804,-124.510002,124.510002,-0.275200,-108.000000,33.000000,-28.000000
13.000000,0.130000,11.750000,9.770000,-6.360000,-124.510002,124.510002,-2.942318,-108.000000,33.000000,-28.000000
14.000000,0.140000,11.750000,9.770000,-6.360000,-124.510002,124.510002,-6.434807,-101.109932,10.391960,-26.708113
15.000000,0.150000,11.750000,9.770000,-6.360000,-124.510002,124.510002,-10.235252,-81.041573,-55.457336,-22.945295
16.000000,0.160000,11.750000,9.770000,-6.360000,-124.510002,124.510002,-6.185626,-76.000000,-72.000000,-22.000000
17.000000,0.170000,10.468520,9.233500,-7.372752,-124.510002,124.510002,0.598904,-76.000000,-72.000000,-22.000000
18.000000,0.180000,2.053232,5.710383,-14.023342,-124.510002,124.510002,7.946582,-76.000000,-72.000000,-22.000000
