Frame,Time,Accl,Accl,Accl,Gyro,Gyro,Gyro,Mag,Mag,Mag
,,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,-1.080000,8.090000,6.410000,0.100000,0.680000,-1.270000,-131.000000,26.000000,62.000000
1.000000,0.010000,-1.080000,8.090000,6.410000,0.100000,0.680000,-1.270000,-131.000000,26.000000,62.000000
2.000000,0.020000,-1.080000,8.090000,6.410000,0.397323,1.089520,-1.589762,-131.000000,26.000000,62.000000
3.000000,0.030000,-1.080000,8.090000,6.410000,0.478017,1.675970,-1.657621,-131.000000,26.000000,62.000000
4.000000,0.040000,-1.080000,8.090000,6.410000,-0.026021,2.558037,-1.052774,-131.000000,26.000000,62.000000
5.000000,0.050000,-1.080000,8.090000,6.410000,-0.497307,2.527529,0.115372,-131.000000,26.000000,62.000000
6.000000,0.060000,-1.076969,8.098336,6.415305,-0.890906,2.027680,1.585530,-130.924225,25.924219,62.151562
7.000000,0.070000,-1.051942,8.167159,6.459102,-0.815826,0.770086,3.612697,-130.298553,25.298550,63.402901
8.000000,0.080000,-1.040000,8.200000,6.480000,-0.186776,0.130670,4.003163,-130.000000,25.000000,64.000000
9.000000,0.090000,-1.040000,8.200000,6.480000,0.947863,0.055446,2.899868,-130.000000,25.000000,64.000000
10.000000,0.100000,-1.040000,8.200000,6.480000,1.580841,0.146539,1.451416,-130.000000,25.000000,64.000000
11.000000,0.110000,-1.040000,8.200000,6.480000,2.342382,0.061978,-0.165653,-130.000000,25.000000,64.000000
12.000000,0.120000,-1.040000,8.200000,6.480000,3.506392,-0.475258,-2.122726,-130.000000,25.000000,64.000000
13.000000,0.130000,-1.017089,8.232075,6.420432,3.558818,-0.180115,-3.044064,-130.000000,25.000000,64.000000
14.000000,0.140000,-0.990000,8.270000,6.350000,2.870152,0.432188,-3.218072,-130.000000,25.000000,64.000000
15.000000,0.150000,-0.990000,8.270000,6.350000,0.080638,1.109193,-1.074220,-130.000000,25.000000,64.000000
16.000000,0.160000,-0.990000,8.270000,6.350000,-2.073670,1.514817,0.516151,-130.000000,25.000000,64.000000
17.000000,0.170000,-0.990000,8.270000,6.350000,-3.688855,1.690108,1.636764,-130.000000,25.000000,64.000000
18.000000,0.180000,-0.990000,8.270000,6.350000,-4.939358,1.161726,2.474877,-130.000000,25.591509,64.000000
19.000000,0.190000,-1.007190,8.336612,6.341405,-5.559503,0.796446,3.005702,-130.000000,26.000000,64.000000
20.000000,0.200000,-1.056533,8.527817,6.316733,-5.041401,0.814950,2.993367,-130.000000,26.000000,64.000000
21.000000,0.210000,-1.070000,8.580000,6.310000,-3.960135,0.547934,2.421134,-130.000000,26.000000,64.000000
22.000000,0.220000,-1.070000,8.580000,6.310000,-2.241623,0.207071,1.636690,-130.000000,26.000000,64.000000
23.000000,0.230000,-1.070000,8.580000,6.310000,0.706509,-0.037561,0.846340,-130.000000,26.000000,64.000000
24.000000,0.240000,-1.070000,8.580000,6.310000,2.248251,-0.439813,0.571693,-130.000000,26.000000,64.000000
25.000000,0.250000,-1.059962,8.553651,6.320874,3.025437,-0.869088,0.557072,-130.000000,26.000000,64.000000
26.000000,0.260000,-0.909494,8.158671,6.483881,3.106941,-0.555612,0.513186,-130.000000,26.000000,64.000000
27.000000,0.270000,-0.830000,7.950000,6.570000,2.159806,0.343039,0.732376,-130.000000,25.704420,63.704418
28.000000,0.280000,-0.830000,7.950000,6.570000,0.060559,1.897109,1.246221,-130.000000,25.077778,63.077778
29.000000,0.290000,-0.830000,7.950000,6.570000,-0.654741,2.500910,1.666122,-130.000000,25.000000,63.000000
30.000000,0.300000,-0.830000,7.950000,6.570000,-1.066464,2.869519,1.986046,-130.000000,25.000000,63.000000
31.000000,0.310000,-0.830000,7.950000,6.570000,-1.198004,2.976004,2.080003,-130.000000,25.000000,63.000000
32.000000,0.320000,-0.898378,8.114107,6.510739,-0.738561,2.540471,1.950451,-130.000000,25.000000,63.000000
33.000000,0.330000,-0.980000,8.310000,6.440000,0.176241,1.682569,1.707097,-130.000000,25.000000,63.000000
34.000000,0.340000,-0.980000,8.310000,6.440000,1.863671,0.095506,1.424813,-130.000000,25.000000,63.000000
35.000000,0.350000,-0.980000,8.310000,6.440000,2.836078,-0.676320,0.856734,-130.000000,25.000000,63.000000
36.000000,0.360000,-0.980000,8.310000,6.440000,3.318283,-0.889242,0.092720,-130.000000,25.000000,63.000000
37.000000,0.370000,-0.980000,8.310000,6.440000,3.413702,-1.483446,0.439821,-128.750641,25.000000,62.375320
38.000000,0.380000,-1.005166,8.272251,6.440000,2.906285,-1.470062,0.232247,-128.000000,25.000000,62.000000
39.000000,0.390000,-1.067874,8.178189,6.440000,1.501632,-0.548258,-0.808702,-128.000000,25.000000,62.000000
40.000000,0.400000,-1.080000,8.160000,6.440000,1.181581,-0.300061,-0.595747,-128.000000,25.000000,62.000000
41.000000,0.410000,-1.080000,8.160000,6.440000,1.363684,-0.417405,0.390559,-128.000000,25.000000,62.000000
42.000000,0.420000,-1.080000,8.160000,6.440000,2.091587,-0.994707,2.442491,-128.000000,25.000000,62.000000
43.000000,0.430000,-1.053188,8.244905,6.404251,2.407248,-1.588994,3.414307,-128.000000,25.000000,62.000000
44.000000,0.440000,-1.020000,8.350000,6.360000,2.455430,-2.062405,3.806159,-128.000000,25.000000,62.000000
45.000000,0.450000,-1.020000,8.350000,6.360000,1.730195,-1.568495,3.087176,-128.000000,25.000000,62.000000
46.000000,0.460000,-1.020000,8.350000,6.360000,0.931906,-1.005294,2.200988,-128.000000,25.000000,62.000000
47.000000,0.470000,-1.020000,8.350000,6.360000,0.065404,-0.377394,1.158674,-128.000000,25.000000,62.000000
48.000000,0.480000,-1.020000,8.350000,6.360000,-0.220103,-0.920803,0.431275,-129.158432,25.000000,62.579220
49.000000,0.490000,-1.020000,8.350000,6.360000,-0.655340,-1.188875,-0.180729,-130.000000,25.000000,63.000000
