Frame,Time,NOSE,NOSE,NOSE,LEFT_EYE_INNER,LEFT_EYE_INNER,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE,LEFT_EYE,LEFT_EYE_OUTER,LEFT_EYE_OUTER,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE_INNER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE,RIGHT_EYE,RIGHT_EYE_OUTER,RIGHT_EYE_OUTER,RIGHT_EYE_OUTER,LEFT_EAR,LEFT_EAR,LEFT_EAR,RIGHT_EAR,RIGHT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_LEFT,MOUTH_LEFT,MOUTH_RIGHT,MOUTH_RIGHT,MOUTH_RIGHT,LEFT_SHOULDER,LEFT_SHOULDER,LEFT_SHOULDER,RIGHT_SHOULDER,RIGHT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,LEFT_ELBOW,LEFT_ELBOW,RIGHT_ELBOW,RIGHT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,LEFT_WRIST,LEFT_WRIST,RIGHT_WRIST,RIGHT_WRIST,RIGHT_WRIST,LEFT_PINKY,LEFT_PINKY,LEFT_PINKY,RIGHT_PINKY,RIGHT_PINKY,RIGHT_PINKY,LEFT_INDEX,LEFT_INDEX,LEFT_INDEX,RIGHT_INDEX,RIGHT_INDEX,RIGHT_INDEX,LEFT_THUMB,LEFT_THUMB,LEFT_THUMB,RIGHT_THUMB,RIGHT_THUMB,RIGHT_THUMB,LEFT_HIP,LEFT_HIP,LEFT_HIP,RIGHT_HIP,RIGHT_HIP,RIGHT_HIP,LEFT_KNEE,LEFT_KNEE,LEFT_KNEE,RIGHT_KNEE,RIGHT_KNEE,RIGHT_KNEE,LEFT_ANKLE,LEFT_ANKLE,LEFT_ANKLE,RIGHT_ANKLE,RIGHT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,LEFT_HEEL,LEFT_HEEL,RIGHT_HEEL,RIGHT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,LEFT_FOOT_INDEX,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,RIGHT_FOOT_INDEX,RIGHT_FOOT_INDEX
,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.000000,0.000000,0.513390,0.409358,-0.576404,0.527677,0.353022,-0.537508,0.536739,0.351876,-0.537215,0.545442,0.351334,-0.537111,0.494730,0.354283,-0.551849,0.484023,0.353747,-0.551154,0.473164,0.354680,-0.551345,0.558204,0.369365,-0.297715,0.454785,0.380125,-0.342402,0.533391,0.463579,-0.490640,0.493668,0.465559,-0.507111,0.645145,0.651312,-0.103722,0.378016,0.669094,-0.251671,0.719090,0.816738,0.136638,0.346838,0.966998,-0.027549,0.810012,1.044828,0.120107,0.350453,1.342515,0.003580,0.853822,1.101788,0.120234,0.334286,1.450621,-0.009113,0.840628,1.103850,0.071798,0.357305,1.451560,-0.070296,0.816367,1.084411,0.091856,0.369237,1.406317,-0.023572,0.606644,1.336406,-0.021321,0.410330,1.338859,0.024570,0.595040,1.887813,-0.127184,0.420664,1.885327,-0.012466,0.591124,2.413946,0.204300,0.411331,2.396928,0.162962,0.594517,2.491551,0.212384,0.405780,2.475634,0.168721,0.568140,2.566218,-0.179657,0.447634,2.545663,-0.228346
1.000000,0.080773,0.513867,0.406727,-0.574664,0.528154,0.350801,-0.536257,0.537078,0.349913,-0.535979,0.545898,0.349620,-0.535934,0.495319,0.351905,-0.549941,0.484401,0.351550,-0.549314,0.473619,0.352580,-0.549512,0.558610,0.368777,-0.295204,0.455028,0.379329,-0.340614,0.533856,0.461566,-0.487154,0.493990,0.463253,-0.501700,0.645784,0.651167,-0.104724,0.378690,0.669338,-0.260813,0.715475,0.843895,0.133699,0.347920,0.982832,-0.101426,0.792805,1.172491,0.073077,0.341398,1.358359,-0.159664,0.832011,1.245324,0.062028,0.322338,1.467057,-0.195327,0.818814,1.256365,0.004847,0.345338,1.473197,-0.258113,0.796415,1.231938,0.040241,0.358876,1.428510,-0.190674,0.608525,1.336699,-0.019353,0.411033,1.339045,0.022688,0.597883,1.888791,-0.088203,0.423019,1.885644,-0.004150,0.594669,2.415003,0.289659,0.414859,2.399366,0.190921,0.597769,2.492893,0.301812,0.408586,2.477535,0.198490,0.573604,2.567765,-0.086565,0.450402,2.549375,-0.201068
2.000000,0.162420,0.515443,0.406488,-0.573801,0.529194,0.350755,-0.535406,0.537841,0.349829,-0.535101,0.546800,0.349510,-0.534927,0.496283,0.351903,-0.547607,0.485086,0.351567,-0.547001,0.474132,0.352598,-0.547201,0.559097,0.368738,-0.294893,0.455150,0.379340,-0.343264,0.535104,0.460984,-0.485267,0.495265,0.462979,-0.498222,0.645858,0.650719,-0.099357,0.378976,0.669309,-0.267632,0.717752,0.843015,0.177033,0.348830,0.985029,-0.101287,0.817385,0.928617,0.212068,0.348343,1.367938,-0.065912,0.866936,0.931513,0.223014,0.332978,1.477602,-0.068756,0.859428,0.928874,0.182303,0.355022,1.476818,-0.135758,0.831268,0.936329,0.187537,0.367433,1.432745,-0.093559,0.610389,1.336775,-0.019161,0.411929,1.339478,0.022461,0.602349,1.889334,-0.087696,0.428924,1.886821,0.041750,0.603829,2.415426,0.287514,0.428567,2.401365,0.344610,0.607152,2.492923,0.300792,0.421727,2.479143,0.363462,0.588707,2.568443,-0.088545,0.468827,2.551804,-0.056928
3.000000,0.254813,0.517372,0.405822,-0.572095,0.530365,0.350489,-0.534364,0.538792,0.349629,-0.534055,0.547844,0.349370,-0.533906,0.497585,0.351479,-0.546109,0.486139,0.351246,-0.545522,0.475142,0.352271,-0.545732,0.559533,0.368712,-0.294644,0.455412,0.379261,-0.344433,0.536458,0.460154,-0.483956,0.496867,0.462070,-0.496259,0.646316,0.650640,-0.095433,0.378981,0.669223,-0.277733,0.709641,0.883704,0.156172,0.348653,0.987957,-0.163070,0.789526,1.132819,0.158259,0.351270,1.367929,-0.235793,0.831218,1.193155,0.165521,0.334404,1.477157,-0.272561,0.822910,1.201965,0.145745,0.359461,1.478109,-0.331720,0.798503,1.181960,0.136225,0.372069,1.433309,-0.264758,0.610570,1.336223,-0.011709,0.412043,1.339158,0.015027,0.602280,1.888040,-0.057083,0.428773,1.888312,0.024009,0.602806,2.413439,0.319039,0.426098,2.401989,0.329592,0.605473,2.491220,0.331251,0.418226,2.480392,0.348966,0.587238,2.567901,-0.054548,0.465441,2.552984,-0.088323
4.000000,0.340637,0.518911,0.405417,-0.562955,0.531375,0.350464,-0.523899,0.539593,0.349636,-0.523598,0.548692,0.349422,-0.523532,0.499065,0.351093,-0.536237,0.487272,0.350872,-0.535724,0.476283,0.351762,-0.535952,0.560017,0.368967,-0.281722,0.455867,0.379004,-0.331013,0.537300,0.459743,-0.473955,0.498002,0.461449,-0.486728,0.646579,0.651431,-0.093095,0.379146,0.669405,-0.272069,0.704584,0.920162,0.140438,0.351037,0.991628,-0.155027,0.769900,1.209316,0.071822,0.346998,1.366638,-0.265235,0.807144,1.280872,0.060082,0.328762,1.474403,-0.309467,0.795543,1.291952,0.007521,0.353229,1.479024,-0.366762,0.773812,1.266566,0.040462,0.366750,1.435030,-0.294975,0.611291,1.336250,-0.011296,0.413228,1.339259,0.014631,0.603480,1.888392,-0.044625,0.430114,1.889404,0.039650,0.604036,2.413029,0.336934,0.428796,2.402569,0.345247,0.606958,2.490893,0.350734,0.420948,2.481162,0.362752,0.587098,2.567718,-0.028048,0.467291,2.554047,-0.067108
5.000000,0.423785,0.520988,0.405433,-0.558864,0.532679,0.350495,-0.520597,0.540775,0.349691,-0.520268,0.549940,0.349505,-0.520133,0.500783,0.351080,-0.534853,0.488549,0.350862,-0.534306,0.477465,0.351722,-0.534547,0.560740,0.369083,-0.281704,0.456367,0.378945,-0.336478,0.538771,0.459726,-0.472205,0.499950,0.461440,-0.486651,0.647028,0.651334,-0.091942,0.379388,0.669446,-0.268065,0.712246,0.871303,0.192865,0.351014,0.996300,-0.138715,0.809615,0.943301,0.241702,0.345044,1.368998,-0.128609,0.856969,0.950064,0.255474,0.328029,1.477344,-0.134469,0.848985,0.947776,0.216232,0.351387,1.476679,-0.197959,0.822779,0.952640,0.218206,0.364564,1.432972,-0.155651,0.612207,1.336126,-0.011625,0.413317,1.339518,0.014946,0.604870,1.887011,-0.057109,0.430932,1.890108,0.038630,0.606044,2.410984,0.303607,0.429642,2.400696,0.333366,0.608902,2.487788,0.313621,0.421792,2.478326,0.349915,0.589993,2.566096,-0.067466,0.468915,2.550627,-0.075212
6.000000,0.506621,0.522320,0.405383,-0.557982,0.533661,0.350493,-0.519902,0.541743,0.349702,-0.519568,0.550958,0.349569,-0.519439,0.502295,0.350829,-0.534402,0.489837,0.350619,-0.533845,0.478766,0.351356,-0.534086,0.561437,0.369283,-0.281690,0.456959,0.378721,-0.336156,0.539477,0.459633,-0.471670,0.501141,0.461227,-0.486526,0.647753,0.651307,-0.092432,0.379756,0.669838,-0.273564,0.708502,0.883909,0.180377,0.350880,0.996529,-0.167391,0.799284,1.079797,0.197385,0.347275,1.375778,-0.241433,0.844062,1.122762,0.200395,0.328678,1.483600,-0.274536,0.836058,1.127046,0.150386,0.354101,1.482931,-0.334481,0.810806,1.116027,0.169150,0.367877,1.439222,-0.270839,0.615876,1.334522,-0.010724,0.416394,1.339150,0.014101,0.608113,1.884781,-0.055318,0.433406,1.890118,0.048761,0.609763,2.407204,0.313262,0.432545,2.397810,0.363375,0.612500,2.483883,0.324677,0.424643,2.475168,0.382458,0.593387,2.562883,-0.057225,0.471576,2.547914,-0.043935
7.000000,0.587720,0.523388,0.405393,-0.537872,0.534662,0.350520,-0.501408,0.542804,0.349778,-0.501006,0.552075,0.349709,-0.500780,0.503656,0.350749,-0.519071,0.490901,0.350512,-0.518434,0.479712,0.351148,-0.518674,0.562260,0.369417,-0.273455,0.457552,0.378512,-0.335894,0.540223,0.459635,-0.455657,0.502065,0.461208,-0.475362,0.647916,0.651234,-0.087706,0.379836,0.670024,-0.273914,0.710404,0.865314,0.211281,0.351143,0.996336,-0.145781,0.814272,0.887068,0.307652,0.350113,1.377357,-0.069228,0.863158,0.878950,0.333117,0.334366,1.486632,-0.062027,0.856581,0.880204,0.304047,0.357800,1.485461,-0.124038,0.829074,0.891246,0.289498,0.370468,1.441523,-0.093816,0.615953,1.334460,-0.010817,0.416430,1.339215,0.014179,0.608196,1.884248,-0.061553,0.433290,1.890037,0.051145,0.609629,2.406372,0.284927,0.432515,2.395364,0.354502,0.612474,2.482725,0.294304,0.424502,2.472470,0.373025,0.593328,2.562392,-0.078915,0.473012,2.544224,-0.041875
8.000000,0.667546,0.523651,0.404472,-0.547719,0.535065,0.350046,-0.509402,0.543283,0.349612,-0.509070,0.552644,0.349696,-0.509002,0.504174,0.349090,-0.524464,0.491446,0.348675,-0.523876,0.480393,0.348778,-0.524126,0.562932,0.369492,-0.273612,0.458069,0.376861,-0.332031,0.540454,0.458827,-0.460677,0.502138,0.459626,-0.477495,0.648136,0.651686,-0.090503,0.379842,0.670010,-0.267953,0.702739,0.916224,0.131794,0.350946,0.995798,-0.140224,0.769063,1.171733,0.068460,0.348830,1.377019,-0.190673,0.804914,1.241147,0.055259,0.332667,1.485943,-0.230518,0.791202,1.249707,-0.000753,0.356361,1.482942,-0.290327,0.770582,1.223663,0.037119,0.368815,1.439387,-0.220630,0.615389,1.334199,-0.011127,0.416301,1.337420,0.014552,0.605560,1.884396,-0.044967,0.430927,1.889598,0.067791,0.601841,2.406319,0.338688,0.426364,2.395650,0.396173,0.604214,2.483046,0.353040,0.418334,2.473155,0.415829,0.581757,2.562195,-0.027986,0.463254,2.545082,-0.015217
